x,y
2.612677909574086144e+01,2.220911918867916057e+01
2.580984110745419713e+01,2.230772991480444745e+01
2.549405551740917275e+01,2.240156776650951542e+01
2.517958184500163554e+01,2.249059323584678793e+01
2.486657739900476827e+01,2.257477140468414945e+01
2.455519727756920645e+01,2.265407194470492058e+01
2.424559436822293890e+01,2.272846911740787235e+01
2.393791934787139297e+01,2.279794177410723677e+01
2.363232068279734222e+01,2.286247335593268915e+01
2.332894462866102714e+01,2.292205189382934449e+01
2.302793523050002023e+01,2.297667000855778952e+01
2.272943432272933961e+01,2.302632491069403997e+01
2.243358152914136383e+01,2.307101840062956555e+01
2.214051426290591706e+01,2.311075686857129341e+01
2.185036772657016257e+01,2.314555129454159754e+01
2.156327491205871638e+01,2.317541724837828809e+01
2.127936660067356200e+01,2.320037488973464690e+01
2.099877136309407533e+01,2.322044896807938841e+01
2.072161555937706723e+01,2.323566882269668810e+01
2.044802333895669477e+01,2.324606838268616116e+01
2.017811664064457133e+01,2.325168616696286961e+01
1.991201519262964581e+01,2.325256528425734359e+01
1.964980437665234803e+01,2.324875895110593049e+01
1.939118100729602290e+01,2.324039465926892589e+01
1.913606632674166264e+01,2.322757048927475054e+01
1.888449028983817968e+01,2.321036653585345277e+01
1.863648043345271788e+01,2.318886303206978639e+01
1.839206187647056367e+01,2.316314034932320709e+01
1.815125731979523849e+01,2.313327899734789028e+01
1.791408704634840987e+01,2.309935962421270261e+01
1.768056892106998035e+01,2.306146301632122331e+01
1.745071839091799148e+01,2.301967009841173351e+01
1.722454848486872692e+01,2.297406193355723047e+01
1.700206981391661287e+01,2.292471972316540274e+01
1.678329057107429989e+01,2.287172480697865851e+01
1.656821653137259887e+01,2.281515866307410079e+01
1.635685105186054145e+01,2.275510290786355228e+01
1.614919507160531253e+01,2.269163929609352337e+01
1.594524711169232667e+01,2.262484972084524770e+01
1.574500327522514631e+01,2.255481621353465371e+01
1.554845724732555823e+01,2.248162094391238242e+01
1.535560029513352021e+01,2.240534622006377674e+01
1.516642126780717348e+01,2.232607448840888509e+01
1.498090659652287293e+01,2.224388833370247198e+01
1.479904029447513381e+01,2.215887047903398610e+01
1.462080395687669032e+01,2.207110378582761001e+01
1.444617676095843350e+01,2.198067125384221043e+01
1.427513546596948046e+01,2.188765602117137021e+01
1.410765441317709801e+01,2.179214136424337056e+01
1.394370552586678258e+01,2.169421069782121592e+01
1.378325830934218033e+01,2.159394757500258777e+01
1.362627985092516170e+01,2.149143568721990860e+01
1.347273481995575928e+01,2.138675886424027794e+01
1.332258546779221930e+01,2.128000107416551501e+01
1.317579162781095192e+01,2.117124642343214092e+01
1.303231071540658093e+01,2.106057915681138937e+01
1.289209772799189935e+01,2.094808365740918532e+01
1.275510524499790677e+01,2.083384444666618407e+01
1.262128342787377377e+01,2.071794618435771440e+01
1.249058002008687751e+01,2.060047366859384610e+01
1.236294034712277501e+01,2.048151183581932244e+01
1.223830731648521919e+01,2.036114576081362415e+01
1.211662141769613754e+01,2.023946065669090544e+01
1.199782072229566943e+01,2.011654187490005796e+01
1.188184088384212167e+01,1.999247490522465043e+01
1.176861513791200942e+01,1.986734537578298543e+01
1.165807430210002238e+01,1.974123905302804971e+01
1.155014677601904260e+01,1.961424184174754259e+01
1.144475854130015158e+01,1.948643978506387242e+01
1.134183316159260535e+01,1.935791906443415300e+01
1.124129178256386474e+01,1.922876599965020716e+01
1.114305313189956514e+01,1.909906704883854900e+01
1.104703351930354138e+01,1.896890880846042293e+01
1.095314683649781173e+01,1.883837801331175399e+01
1.086130455722259036e+01,1.870756153652319398e+01
1.077141573723627488e+01,1.857654638956008242e+01
1.068338701431545523e+01,1.844541972222248560e+01
1.059712260825490659e+01,1.831426882264515044e+01
1.051252432086760358e+01,1.818318111729756126e+01
1.042949153598469358e+01,1.805224417098387235e+01
1.034792121945552879e+01,1.792154568684298255e+01
1.026770791914764658e+01,1.779117350634845351e+01
1.018881137863134789e+01,1.766116791170906453e+01
1.011173088796259201e+01,1.753118761150978955e+01
1.003656082943657246e+01,1.740117709073325258e+01
9.963265476898142126e+00,1.727117232403783476e+01
9.891809715680395243e+00,1.714120848959585075e+01
9.822159042604690526e+00,1.701131996909358790e+01
9.754279565980638722e+00,1.688154034773129197e+01
9.688138005606122150e+00,1.675190241422320625e+01
9.623701692767269833e+00,1.662243816079750403e+01
9.560938570238471712e+00,1.649317878319634190e+01
9.499817192282375089e+00,1.636415468067583490e+01
9.440306724649882852e+00,1.623539545600605294e+01
9.382376944580165912e+00,1.610692991547106701e+01
9.325998240800645434e+00,1.597878606886888520e+01
9.271141613526998171e+00,1.585099112951147937e+01
9.217778674463160016e+00,1.572357151422478694e+01
9.165881646801336657e+00,1.559655284334874281e+01
9.115423365221976937e+00,1.546995994073720482e+01
9.066377275893794163e+00,1.534381683375801941e+01
9.018717436473755455e+00,1.521814675329298083e+01
8.972418516107095954e+00,1.509297213373788438e+01
8.927455795427299279e+00,1.496831461300245358e+01
8.883805166556108190e+00,1.484419503251039352e+01
8.841443133103524588e+00,1.472063343719936057e+01
8.800346810167814837e+00,1.459764907552101221e+01
8.760493924335495564e+00,1.447526039944093235e+01
8.721862813681342530e+00,1.435348506443869177e+01
8.684432427768385310e+00,1.423233992950780724e+01
8.648182327647928602e+00,1.411184105715579484e+01
8.613092685859514930e+00,1.399200371340410598e+01
8.579144286430956612e+00,1.387284236778816826e+01
8.546318524878316225e+00,1.375437069335736240e+01
8.514597408205926143e+00,1.363660156667506840e+01
8.483963554906363669e+00,1.351954706781859628e+01
8.454400194960474124e+00,1.340321848037923402e+01
8.425891169837351313e+00,1.328762629146222984e+01
8.398420932494358837e+00,1.317278019168681880e+01
8.371974547377108777e+00,1.305868907518617839e+01
8.346537690419474131e+00,1.294536103960745876e+01
8.322096649043588812e+00,1.283280338611177385e+01
8.298638322159836989e+00,1.272102261937419421e+01
8.276150220166872629e+00,1.261002444758379148e+01
8.254620464951598180e+00,1.249981378244356378e+01
8.234037789889178782e+00,1.239039473917048895e+01
8.214391539843033385e+00,1.228177063649550149e+01
8.195671671164841854e+00,1.217394399666352811e+01
8.177868751694546745e+00,1.206691654543343439e+01
8.160973960760339097e+00,1.196068921207805857e+01
8.144979089178672638e+00,1.185526212938419732e+01
8.129876539254262013e+00,1.175063463365263949e+01
8.115659324780077455e+00,1.164680526469811284e+01
8.102321071037343003e+00,1.154377176584931419e+01
8.089856014795547168e+00,1.144153108394890772e+01
8.078259004312435820e+00,1.134007936935353555e+01
8.067525499334006867e+00,1.123941197593379648e+01
8.057651571094524456e+00,1.113952346107424418e+01
8.048633902316504773e+00,1.104040758567340674e+01
8.040469787210724917e+00,1.094205731414378668e+01
8.033157131476219348e+00,1.084446481441184140e+01
8.026694452300276339e+00,1.074762145791799384e+01
8.021070491573956573e+00,1.065152934876602053e+01
8.016216495263684294e+00,1.055625465588263978e+01
8.012114903736341276e+00,1.046180728919837577e+01
8.008759712478671133e+00,1.036818445339389605e+01
8.006145026785819852e+00,1.027538331273436611e+01
8.004265061761332234e+00,1.018340099106943875e+01
8.003114142317155455e+00,1.009223457183329309e+01
8.002686703173635507e+00,1.000188109804458492e+01
8.002977288859522531e+00,9.912337572306473277e+00
8.003980553711961932e+00,9.823600956806611606e+00
8.005691261876503262e+00,9.735668173317176155e+00
8.008104287307098446e+00,9.648536103194814473e+00
8.011214613766094672e+00,9.562201587380686263e+00
8.015017334824243278e+00,9.476661426400440291e+00
8.019507653860696195e+00,9.391912380364246360e+00
8.024680884063004171e+00,9.307951168966754452e+00
8.030532448427120329e+00,9.224774471487116045e+00
8.037057879757398382e+00,9.142378926788977012e+00
8.044252820666589088e+00,9.060761133320506033e+00
8.052113023575850903e+00,8.979917649114348421e+00
8.060634350714733998e+00,8.899844991787650983e+00
8.069812774121198018e+00,8.820539638542058469e+00
8.079644375641597875e+00,8.741998026163734892e+00
8.090125346930687300e+00,8.664216551023319113e+00
8.101251989451625946e+00,8.587191569075962150e+00
8.113020714475970507e+00,8.510919395861296977e+00
8.125428043083680052e+00,8.435396306503490038e+00
8.138470606163114240e+00,8.360618535711173749e+00
8.152145144411029776e+00,8.286582277777492678e+00
8.166448508332589284e+00,8.213283686580091114e+00
8.181377658241355988e+00,8.140718875581105962e+00
8.196929664259284820e+00,8.068883917827188057e+00
8.213101706316740191e+00,7.997774845949472855e+00
8.229891074152485331e+00,7.927387652163599085e+00
8.247295167313685837e+00,7.857718288269699869e+00
8.265311495155900801e+00,7.788762665652424033e+00
8.283937676843097009e+00,7.720516655280904139e+00
8.303171441347636517e+00,7.652976087708774244e+00
8.323010627450290855e+00,7.586136753074164574e+00
8.343453183740219714e+00,7.519994401099720172e+00
8.364497168614992262e+00,7.454544741092570703e+00
8.386140750280574707e+00,7.389783441944345554e+00
8.408382206751339183e+00,7.325706132131172055e+00
8.431219925850047758e+00,7.262308399713692353e+00
8.454652405207873755e+00,7.199585792337030554e+00
8.478678252264383985e+00,7.137533817230816702e+00
8.503296184267551183e+00,7.076147941209171677e+00
8.528505028273745125e+00,7.015423590670733844e+00
8.554303721147736184e+00,6.955356151598626191e+00
8.580691309562695324e+00,6.895940969560472311e+00
8.607666950000201211e+00,6.837173349708391967e+00
8.635229908750220673e+00,6.779048556779020629e+00
8.663379561911128235e+00,6.721561815093473946e+00
8.692115395389699017e+00,6.664708308557376171e+00
8.721437004901108736e+00,6.608483180660846834e+00
8.751344095968937253e+00,6.552881534478502523e+00
8.781836483925150816e+00,6.497898432669471980e+00
8.812914093910132252e+00,6.443528897477369455e+00
8.844576960872657878e+00,6.389767910730310696e+00
8.876825229569906384e+00,6.336610413840911171e+00
8.909659154567455275e+00,6.284051307806294062e+00
8.943079100239282653e+00,6.232085453208070724e+00
8.977085540767768990e+00,6.180707670212354898e+00
9.011679060143698905e+00,6.129912738569755604e+00
9.046860352166245178e+00,6.079695397615394903e+00
9.082630220442993618e+00,6.030050346268879480e+00
9.118989578389925299e+00,5.980972243034319291e+00
9.155939449231427218e+00,5.932455706000322238e+00
9.193480966000274535e+00,5.884495312840005710e+00
9.231615371537657211e+00,5.837085600810970831e+00
9.270344018493155147e+00,5.790221066755328216e+00
9.309663592425716061e+00,5.743901771686395819e+00
9.349562109520753950e+00,5.698138666937304642e+00
9.390041502069891521e+00,5.652927122438375918e+00
9.431104662761159219e+00,5.608261473186810342e+00
9.472754489643310905e+00,5.564136118951840793e+00
9.514993886125807876e+00,5.520545524274745652e+00
9.557825760978834850e+00,5.477484218468827493e+00
9.601253028333298190e+00,5.434946795619428173e+00
9.645278607680818794e+00,5.392927914583923510e+00
9.689905423873737433e+00,5.351422298991719728e+00
9.735136407125105862e+00,5.310424737244270332e+00
9.780974493008701032e+00,5.269930082515053016e+00
9.827422622459017987e+00,5.229933252749582984e+00
9.874483741771269862e+00,5.190429230665406735e+00
9.922160802601377227e+00,5.151413063752118049e+00
9.970456761965991177e+00,5.112879864271333119e+00
1.001937458224247912e+01,5.074824809256706537e+00
1.006891723116892479e+01,5.037243140513925965e+00
1.011908768184412111e+01,5.000130164620722795e+00
1.016988891272759332e+01,4.963481252926854381e+00
1.022132390763957588e+01,4.927291841554114704e+00
1.027339565576102842e+01,4.891557431396330813e+00
1.032610715163361448e+01,4.856273588119373485e+00
1.037946139515972988e+01,4.821435942161139465e+00
1.043346139160248320e+01,4.787040188731563894e+00
1.048811015158570470e+01,4.753082087812611434e+00
1.054341069109393203e+01,4.719557464158294025e+00
1.059936603147242806e+01,4.686462207294646909e+00
1.065597919942717731e+01,4.653792271519745505e+00
1.071325322702488236e+01,4.621543675903694748e+00
1.077119115169294616e+01,4.589712504288645079e+00
1.082979601621951282e+01,4.558294905288772014e+00
1.088907086875343388e+01,4.527287092290289472e+00
1.094901876280427722e+01,4.496685343451446215e+00
1.100964275724233943e+01,4.466486001702524078e+00
1.107094591629861391e+01,4.436685474745845070e+00
1.113293130956482990e+01,4.407280235055761608e+00
1.119560201199343297e+01,4.378266819878660954e+00
1.125896110389758498e+01,4.349641831232965217e+00
1.132301167095115524e+01,4.321401935909134906e+00
1.138775680418874536e+01,4.293543865469663601e+00
1.145319960000566795e+01,4.266064416249077951e+00
1.151934316015796256e+01,4.238960449353937676e+00
1.158619059176236732e+01,4.212228890662846226e+00
1.165374500729635621e+01,4.185866730826433901e+00
1.172200952459811418e+01,4.159871025267367628e+00
1.179098726686655318e+01,4.134238894180349178e+00
1.186068136266128015e+01,4.108967522532118721e+00
1.193109494590264319e+01,4.084054160061446836e+00
1.200223115587170142e+01,4.059496121279141612e+00
1.207409313721023381e+01,4.035290785468042429e+00
