x,y
1.214668403992072321e+01,4.011435596683029736e+00
1.222000701936638656e+01,3.987928063751015273e+00
1.229406523627115710e+01,3.964765760270943851e+00
1.236886185671968619e+01,3.941946324613796904e+00
1.244440005215732548e+01,3.919467459922594266e+00
1.252068299939016782e+01,3.897326934112385288e+00
1.259771388058501529e+01,3.875522579870256834e+00
1.267549588326938448e+01,3.854052294655330613e+00
1.275403220033152252e+01,3.832914040698760072e+00
1.283332603002036976e+01,3.812105845003741500e+00
1.291338057594560595e+01,3.791625799345497594e+00
1.299419904707762541e+01,3.771472060271291671e+00
1.307578465774754406e+01,3.751642849100415233e+00
1.315814062764717107e+01,3.732136451924204401e+00
1.324127018182906390e+01,3.712951219606022590e+00
1.332517655070648388e+01,3.694085567781270285e+00
1.340986297005342109e+01,3.675537976857381928e+00
1.349533268100455885e+01,3.657306992013831692e+00
1.358158893005532164e+01,3.639391223202121939e+00
1.366863496906184672e+01,3.621789345145793426e+00
1.375647405524099298e+01,3.604500097340419984e+00
1.384510945117031611e+01,3.587522284053615174e+00
1.393454442478811472e+01,3.570854774325022518e+00
1.402478224939339491e+01,3.554496501966321276e+00
1.411582620364589147e+01,3.538446465561225107e+00
1.420767957156602890e+01,3.522703728465486961e+00
1.430034564253497820e+01,3.507267418806888859e+00
1.439382771129461602e+01,3.492136729485252111e+00
1.448812907794754956e+01,3.477310918172428433e+00
1.458325304795708099e+01,3.462789307312311049e+00
1.467920293214724481e+01,3.448571284120822256e+00
1.477598204670279358e+01,3.434656300585920974e+00
1.487359371316921042e+01,3.421043873467600527e+00
1.497204125845265921e+01,3.407733584297892193e+00
1.507132801482005391e+01,3.394725079380858102e+00
1.517145731989902302e+01,3.382018069792598336e+00
1.527243251667789714e+01,3.369612331381245163e+00
1.537425695350575161e+01,3.357507704766967471e+00
1.547693398409234433e+01,3.345704095341970330e+00
1.558046696750817794e+01,3.334201473270490990e+00
1.568485926818446430e+01,3.322999873488803324e+00
1.579011425591314577e+01,3.312099395705213833e+00
1.589623530584685263e+01,3.301500204400069194e+00
1.600322579849895632e+01,3.291202528825743379e+00
1.611108911974354641e+01,3.281206663006653645e+00
1.621982866081543051e+01,3.271512965739242773e+00
1.632944781831011483e+01,3.262121860591999045e+00
1.643994999418384495e+01,3.253033835905437154e+00
1.655133859575357747e+01,3.244249444792108417e+00
1.666361703569699770e+01,3.235769305136604324e+00
1.677678873205247356e+01,3.227594099595544108e+00
1.689085710821913366e+01,3.219724575597586291e+00
1.700582559295679985e+01,3.212161545343422908e+00
1.712169762038603338e+01,3.204905885805779953e+00
1.723847662998807095e+01,3.197958538729422262e+00
1.735616606660491357e+01,3.191320510631144636e+00
1.747476938043925543e+01,3.184992872799779828e+00
1.759429002705453371e+01,3.178976761296193221e+00
1.771473146737484683e+01,3.173273376953289038e+00
1.783609716768507525e+01,3.167883985376002354e+00
1.795839059963078910e+01,3.162809916941305755e+00
1.808161524021826949e+01,3.158052566798203564e+00
1.820577457181454406e+01,3.153613394867738062e+00
1.833087208214731589e+01,3.149493925842985931e+00
1.845690837733732081e+01,3.145696518544857767e+00
1.858377157424242299e+01,3.142253000868363788e+00
1.871141562638673506e+01,3.139176096707884778e+00
1.883985770954356198e+01,3.136461485231000879e+00
1.896911427600466382e+01,3.134105123793853753e+00
1.909920105458019890e+01,3.132103247941149249e+00
1.923013305059876643e+01,3.130452371406158729e+00
1.936192454590734258e+01,3.129149286110715078e+00
1.949458909887136215e+01,3.128191062165217584e+00
1.962813954437465824e+01,3.127575047868626612e+00
1.976258799381950482e+01,3.127298869708468931e+00
1.989794583512654924e+01,3.127360432360833276e+00
2.003422373273490464e+01,3.127757918690373895e+00
2.017143162760207886e+01,3.128489789750307892e+00
2.030957873720402063e+01,3.129554784782416110e+00
2.044867355553505206e+01,3.130951921217043576e+00
2.058872385310795750e+01,3.132680494673099503e+00
2.072973667695391953e+01,3.134740078958056841e+00
2.087171835062256520e+01,3.137130526067951841e+00
2.101467447418189494e+01,3.139851966187385379e+00
2.115860992421835363e+01,3.142904807689521629e+00
2.130352885383681638e+01,3.146289737136088949e+00
2.144943469266056013e+01,3.150007719277379437e+00
2.159633014683129559e+01,3.154059997052249376e+00
2.174421719900911754e+01,3.158448091588118345e+00
2.189309710837257583e+01,3.163173802200970108e+00
2.204297041061862572e+01,3.168239206395352170e+00
2.219383691796265623e+01,3.173646659864377106e+00
2.234569571913843333e+01,3.179398796489719015e+00
2.249854517939818166e+01,3.185498528341617952e+00
2.265238294051253121e+01,3.191949045678876384e+00
2.280720592077054931e+01,3.198753816948862738e+00
2.296301031497966605e+01,3.205916588787505628e+00
2.311979159446579146e+01,3.213441386019301405e+00
2.327754450707323031e+01,3.221332511657308384e+00
2.343626307716471402e+01,3.229594546903149510e+00
2.359594060562135809e+01,3.238232351147010135e+00
2.375656966984274376e+01,3.247251061967640684e+00
2.391814212374684701e+01,3.256656095132355766e+00
2.408064909777007756e+01,3.266453144597033731e+00
2.424408099886722567e+01,3.276648182506115337e+00
2.440842751051154735e+01,3.287247459192606858e+00
2.457367759269468621e+01,3.298257503178077421e+00
2.473981948192673741e+01,3.309685121172662559e+00
2.490684069123616240e+01,3.321537398075056657e+00
2.507472801016988129e+01,3.333821696972522286e+00
2.524346750479323020e+01,3.346545659140884421e+00
2.541304451768995065e+01,3.359717204044532224e+00
2.558344366796222857e+01,3.373344529336419928e+00
2.575464885123061620e+01,3.387436110858061067e+00
2.592664323963413153e+01,3.402000702639537799e+00
2.609940928183019437e+01,3.417047336899495136e+00
2.627292870299466898e+01,3.432585324045141828e+00
2.644718250482177879e+01,3.448624252672248147e+00
2.662215096552422011e+01,3.465173989565150769e+00
2.679781363983308040e+01,3.482244679696750111e+00
2.697414935899790223e+01,3.499846746228511218e+00
2.715113623078658733e+01,3.517990890510459323e+00
2.732875163948549613e+01,3.536688092081186507e+00
2.750697224589940504e+01,3.555949608667849482e+00
2.768577398735152428e+01,3.575786976186168253e+00
2.786513207768341971e+01,3.596212008740422572e+00
2.804502100725514424e+01,3.617236798623461702e+00
2.822541454294514551e+01,3.638873716316695983e+00
2.840628572815029429e+01,3.661135410490102604e+00
2.858760688278584894e+01,3.684034808002216721e+00
2.876934960328552293e+01,3.707585113900141671e+00
2.895148476260144577e+01,3.731799811419544532e+00
2.913398251020416296e+01,3.756692661984657455e+00
2.931681227208260054e+01,3.782277705208271001e+00
2.949994275074416095e+01,3.808569258891744358e+00
2.968334192521463422e+01,3.835581919025000008e+00
2.986697705103822997e+01,3.863330559786523732e+00
3.005081466027759873e+01,3.891830333543367271e+00
3.023482056151376440e+01,3.921096670851139443e+00
3.041895983984620599e+01,3.951145280454019915e+00
3.060319685689281854e+01,3.981992149284749871e+00
3.078749525078992377e+01,4.013653542464637347e+00
3.097181793619221324e+01,4.046146003303546124e+00
3.115612710427284782e+01,4.079486353299911272e+00
3.134038422272339375e+01,4.113691692140730716e+00
3.152455003575384040e+01,4.148779397701566118e+00
3.170858456409256121e+01,4.184767126046537555e+00
3.189244710498640245e+01,4.221672811428335059e+00
3.207609623220058381e+01,4.259514666288211515e+00
3.225948979601878364e+01,4.298311181255987101e+00
3.244258492324305365e+01,4.338081125150034190e+00
3.262533801719389004e+01,4.378843544977300439e+00
3.280770475771021921e+01,4.420617765933292809e+00
3.298964010114937651e+01,4.463423391402087326e+00
3.317109828038708486e+01,4.507280302956312212e+00
3.335203280481752586e+01,4.552208660357169201e+00
3.353239646035329713e+01,4.598228901554422876e+00
3.371214130942539811e+01,4.645361742686404227e+00
3.389121869098324424e+01,4.693628178079995550e+00
3.406957922049468124e+01,4.743049480250654426e+00
3.424717278994597791e+01,4.793647199902403067e+00
3.442394856784180490e+01,4.845443165927820317e+00
3.459985499920528440e+01,4.898459485408060310e+00
3.477483980557789778e+01,4.952718543612822266e+00
3.494884998501960638e+01,5.008243004000385135e+00
3.512183181210875915e+01,5.065055808217587163e+00
3.529373083794214949e+01,5.123180176099835670e+00
3.546449189013492287e+01,5.182639605671085725e+00
3.563405907282071894e+01,5.243457873143873016e+00
3.580237576665157206e+01,5.305659032919288975e+00
3.596938462879793263e+01,5.369267417586998548e+00
3.613502759294864575e+01,5.434307637925212653e+00
3.629920919992170525e+01,5.500787450909666809e+00
3.646176985063913634e+01,5.568705485000313260e+00
3.662260384483116127e+01,5.638102335601720583e+00
3.678160731166322250e+01,5.709018870813328483e+00
3.693867611191584643e+01,5.781494986032906347e+00
3.709370583798455101e+01,5.855569603956524816e+00
3.724659181387991680e+01,5.931280674578572665e+00
3.739722909522749461e+01,6.008665175191724828e+00
3.754551246926790498e+01,6.087759110386989470e+00
3.769133645485677420e+01,6.168597512053674237e+00
3.783459530246476987e+01,6.251214439379404908e+00
3.797518299417755827e+01,6.335642978850095197e+00
3.811299324369585406e+01,6.421915244249989385e+00
3.824791949633537769e+01,6.510062376661632122e+00
3.837985492902690510e+01,6.600114544465880861e+00
3.850869245031621091e+01,6.692100943341908525e+00
3.863432470036408972e+01,6.786049796267172418e+00
3.875664405094637743e+01,6.881988353517465740e+00
3.887554260545393703e+01,6.979942892666880283e+00
3.899091219889265858e+01,7.079938718587827751e+00
3.910264439788342372e+01,7.182000163451002450e+00
3.921063050066218381e+01,7.286150586725435474e+00
3.931476153707988885e+01,7.392412375178454731e+00
3.941492826860253729e+01,7.500806942875710703e+00
3.951102118831111198e+01,7.611354731181135591e+00
3.960293052090165133e+01,7.724075208756995714e+00
3.969054622268522081e+01,7.838986871563857761e+00
3.977375798158791298e+01,7.956107242860612772e+00
3.985245521715080486e+01,8.075452873204422843e+00
3.992652708053005028e+01,8.197039340450796630e+00
3.999586245449680177e+01,8.320881249753538711e+00
4.006034995343725313e+01,8.446992233564776242e+00
4.011987792335259684e+01,8.575384951634909214e+00
4.017433444185907376e+01,8.706071091012681507e+00
4.022360731818793766e+01,8.839061366045140034e+00
4.026758409318548360e+01,8.974365518377645401e+00
4.030615203931299817e+01,9.111992316953834603e+00
4.033919816064683772e+01,9.251949558015692077e+00
4.036660919287834304e+01,9.394244065103498187e+00
4.038827160331391042e+01,9.538881689055855873e+00
4.040407159087494904e+01,9.685867308009633803e+00
4.041389508609788095e+01,9.835204827400058747e+00
4.041762775113416950e+01,9.986897179960646298e+00
4.041515497975030513e+01,1.014094632572322396e+01
4.040636189732779116e+01,1.029735325201793827e+01
4.039117571634510995e+01,1.045611565545993038e+01
4.036961008171935106e+01,1.061721436137286823e+01
4.034156764196589506e+01,1.078062199387325926e+01
4.030695055398842896e+01,1.094630753456892336e+01
4.026566896156580810e+01,1.111423621320947674e+01
4.021764099535204906e+01,1.128436950768635860e+01
4.016279277287634386e+01,1.145666514403271385e+01
4.010105839854302445e+01,1.163107709642357968e+01
4.003237996363161244e+01,1.180755558717574871e+01
3.995670754629676225e+01,1.198604708674781527e+01
3.987399921156831795e+01,1.216649431374016999e+01
3.978422101135126354e+01,1.234883623489499627e+01
3.968734698442576558e+01,1.253300806509627385e+01
3.958335915644711633e+01,1.271894126736981256e+01
3.947224753994584745e+01,1.290656355288311552e+01
3.935401013432757367e+01,1.309579888094558520e+01
3.922865292587311359e+01,1.328656745900838132e+01
3.909618988773843284e+01,1.347878574266446172e+01
3.895664297995465830e+01,1.367236643564858412e+01
3.881004214942810648e+01,1.386721848983729188e+01
3.865642532994021252e+01,1.406324710524893540e+01
3.849583844214761541e+01,1.426035373004365070e+01
3.832833539358205854e+01,1.445843606052341102e+01
3.815397807865056024e+01,1.465738804113187754e+01
3.797283637863518635e+01,1.485709986445461084e+01
3.778498816169322083e+01,1.505745797121893581e+01
3.759051928285709465e+01,1.525834505029397015e+01
3.738952358403440002e+01,1.545964003869062608e+01
3.718210289400791169e+01,1.566121812156161752e+01
3.696836702843553724e+01,1.586295073220144403e+01
3.674843378985032416e+01,1.606470555204644768e+01
3.652242896766061619e+01,1.626634651067464432e+01
3.629048633814976199e+01,1.646773378580597225e+01
3.605274766447635670e+01,1.666872380330211456e+01
3.580936269667412830e+01,1.686916923716655248e+01
3.556048917165196599e+01,1.706891900954456531e+01
3.530629281319394863e+01,1.726781829072322694e+01
3.504694733195928791e+01,1.746570849913140933e+01
3.478263442548232831e+01,1.766242730133981809e+01
3.451354377817271768e+01,1.785780861206083259e+01
3.423987306131512298e+01,1.805168259414875109e+01
3.396182793306940795e+01,1.824387565859962379e+01
3.367962203847061886e+01,1.843421046455129897e+01
3.339347700942895614e+01,1.862250591928342303e+01
3.310362246472978853e+01,1.880857717821742980e+01
3.281044116519276344e+01,1.899211745964247910e+01
3.251475394122915930e+01,1.917248375915571046e+01
3.221675724952851283e+01,1.934956665716483215e+01
3.191657183153483146e+01,1.952332078023677653e+01
3.161431924729525633e+01,1.969370125257668036e+01
3.131012187546026837e+01,1.986066369602774628e+01
3.100410291328362078e+01,2.002416423007127833e+01
3.069638637662235681e+01,2.018415947182667836e+01
3.038709709993680619e+01,2.034060653605144608e+01
3.007636073629057805e+01,2.049346303514118972e+01
2.976430375735050760e+01,2.064268707912964018e+01
2.945105345338687997e+01,2.078823727568855162e+01
2.913673793327310690e+01,2.093007273012785063e+01
2.882148612448592928e+01,2.106815304539554745e+01
2.850542777310537446e+01,2.120243832207775014e+01
2.818869344381475628e+01,2.133288915839866462e+01
2.787141451990066798e+01,2.145946665022059818e+01
2.755372320325299285e+01,2.158213239104396308e+01
2.723575251436482603e+01,2.170084847200728362e+01
2.691763629233273392e+01,2.181557748188712864e+01
2.659950919485639176e+01,2.192628250709823234e+01
2.628150669823880747e+01,2.203292713169340189e+01
2.596376509738628258e+01,2.213547543736355294e+01
2.564642150580839441e+01,2.223389200343769545e+01
2.532961385561800682e+01,2.232814190688293721e+01
2.501348089753127013e+01,2.241819072230449450e+01
2.469816220086755720e+01,2.250400452194569922e+01
2.438379815354969793e+01,2.258554987568792782e+01
2.407052996210363105e+01,2.266279385105071498e+01
2.375849965165863864e+01,2.273570401319167544e+01
2.344785006594728927e+01,2.280424842490652182e+01
2.313872486730543443e+01,2.286839564662907520e+01
2.283126853667220146e+01,2.292811473643124387e+01
2.252562637359000774e+01,2.298337525002305171e+01
2.222194449620455714e+01,2.303414724075261688e+01
2.192036984126478316e+01,2.308040125960616251e+01
2.162105016412305503e+01,2.312210835520798824e+01
2.132413403873486502e+01,2.315924007382052707e+01
2.102977085765905940e+01,2.319176845934429565e+01
2.073811083205774963e+01,2.321966605331791555e+01
2.044930499169633720e+01,2.324290589491810621e+01
2.016350518494351007e+01,2.326146152095969200e+01
1.988086407877124628e+01,2.327530696589559156e+01
1.960153515875472863e+01,2.328441676181682851e+01
1.932567272907261469e+01,2.328876593845252785e+01
1.905343191250665669e+01,2.328833002316990530e+01
1.878496865044196795e+01,2.328308504097429577e+01
1.852043970286693764e+01,2.327300751450911775e+01
1.826000264837323073e+01,2.325807446405589474e+01
1.800381588415580936e+01,2.323826340753425868e+01
1.775203862601290439e+01,2.321355236050192872e+01
1.750483090834599409e+01,2.318391983615473251e+01
1.726235358415997467e+01,2.314934484532660264e+01
1.702476832506289384e+01,2.310980689648956599e+01
1.679223762126612485e+01,2.306528599575374727e+01
1.656492478158431325e+01,2.301576264686737616e+01
1.634299393343541595e+01,2.296121785121678371e+01
1.612661002284064082e+01,2.290163310782639883e+01
1.591593881442449643e+01,2.283699041335875179e+01
1.571114689141478493e+01,2.276727226211447430e+01
1.551211220351811626e+01,2.269269732581864574e+01
1.531713874690003152e+01,2.261474647174203767e+01
1.512588307886281314e+01,2.253376683997622365e+01
1.493829806925673687e+01,2.244986071764349589e+01
1.475433680792446367e+01,2.236312893602462637e+01
1.457395260470103970e+01,2.227367087055885975e+01
1.439709898941390342e+01,2.218158444084391689e+01
1.422372971188287316e+01,2.208696611063599136e+01
1.405379874192013112e+01,2.198991088784974224e+01
1.388726026933033353e+01,2.189051232455834395e+01
1.372406870391042943e+01,2.178886251699340804e+01
1.356417867544979217e+01,2.168505210554502938e+01
1.340754503373017670e+01,2.157917027476177907e+01
1.325412284852572675e+01,2.147130475335070798e+01
1.310386740960297480e+01,2.136154181417733255e+01
1.295673422672083497e+01,2.124996627426565965e+01
1.281267902963059058e+01,2.113666149479813683e+01
1.267165776807598121e+01,2.102170938111575182e+01
1.253362661179305881e+01,2.090519038271791175e+01
1.239854195051029073e+01,2.078718349326251413e+01
1.226636039394852951e+01,2.066776625056593630e+01
1.213703877182101465e+01,2.054701473660302469e+01
1.201053413383336910e+01,2.042500357750710549e+01
1.188680374968360809e+01,2.030180594356997759e+01
1.176580510906213206e+01,2.017749354924191962e+01
1.164749592165170711e+01,2.005213665313165805e+01
1.153183411712754847e+01,1.992580405800645948e+01
1.141877784515719618e+01,1.979856311079200992e+01
1.130828547540059681e+01,1.967047970257248224e+01
1.120031559751008743e+01,1.954161826859052908e+01
1.109482702113038854e+01,1.941204178824727578e+01
1.099177877589860763e+01,1.928181178510232385e+01
1.089113011144424092e+01,1.915098832687375108e+01
1.079284049738915741e+01,1.901963002543809367e+01
1.069686962334765568e+01,1.888779403683041735e+01
1.060317739892637690e+01,1.875553606124420725e+01
1.051172395372436341e+01,1.862291034303143888e+01
1.042246963733304810e+01,1.848996967070256403e+01
1.033537501933624725e+01,1.835676537692651777e+01
1.025040088931016058e+01,1.822334733853070077e+01
1.016750825682338544e+01,1.808976397650099699e+01
1.008665835143688483e+01,1.795606225598172756e+01
1.000781262270404781e+01,1.782228768627577864e+01
9.930932740170616668e+00,1.768848432084442734e+01
9.855980593374727761e+00,1.755469475730745899e+01
9.782918291846906200e+00,1.742096013744312089e+01
9.711708165110065849e+00,1.728732014718815435e+01
9.642312762679507543e+00,1.715381301663775560e+01
9.574694854062915539e+00,1.702047552004561481e+01
9.508817428760366397e+00,1.688734297582388422e+01
9.444643696264307664e+00,1.675444924654317447e+01
9.382137086059609388e+00,1.662182673893263285e+01
9.321261247623493063e+00,1.648950640387982958e+01
9.261980050425584921e+00,1.635751773643081464e+01
9.204257583927887509e+00,1.622588877579012490e+01
9.148058157584795680e+00,1.609464610532076634e+01
9.093346300843098362e+00,1.596381485254422117e+01
9.040086763141957249e+00,1.583341868914045136e+01
8.988244513912926337e+00,1.570347983094786670e+01
8.937784742579959030e+00,1.557401903796342424e+01
8.888688591044337173e+00,1.544505764703212058e+01
8.841004185568447582e+00,1.531662344545390120e+01
8.794717439044511309e+00,1.518873422878622925e+01
8.749804175792311511e+00,1.506140595127699555e+01
8.706240623873840789e+00,1.493465416089306963e+01
8.664003415093304739e+00,1.480849399932029797e+01
8.623069584997107739e+00,1.468294020196348448e+01
8.583416572873888484e+00,1.455800709794647396e+01
8.545022221754473790e+00,1.443370861011202422e+01
8.507864778411908802e+00,1.431005825502189488e+01
8.471922893361446327e+00,1.418706914295682076e+01
8.437175620860548619e+00,1.406475397791651538e+01
8.403602418908894478e+00,1.394312505761966925e+01
8.371183149248365041e+00,1.382219427350395158e+01
8.339898077363054441e+00,1.370197311072600854e+01
8.309727872479264477e+00,1.358247264816144195e+01
8.280653607565518826e+00,1.346370355840489808e+01
8.252656759332538172e+00,1.334567610776993618e+01
8.225719208233257973e+00,1.322840015628911203e+01
8.199823238462821351e+00,1.311188515771396013e+01
8.174951537958584424e+00,1.299614015951499724e+01
8.151087198400112754e+00,1.288117380288170999e+01
8.128213715209181345e+00,1.276699432272256729e+01
8.106314987549771089e+00,1.265360954766499901e+01
8.085375318328088312e+00,1.254102690005546528e+01
8.065379414192532792e+00,1.242925339595934986e+01
8.046312385533720857e+00,1.231829564516102948e+01
8.028159746484480053e+00,1.220815985116386493e+01
8.010907414919843816e+00,1.209885181119018682e+01
7.994541712457059468e+00,1.199037691618131340e+01
7.979049364455584659e+00,1.188274015079752921e+01
7.964417500017082041e+00,1.177594609341808862e+01
7.950633651985433481e+00,1.166999891614127094e+01
7.937685756946724069e+00,1.156490238478428623e+01
7.925562155229249228e+00,1.146065985888332861e+01
7.914251590903517375e+00,1.135727429169358338e+01
7.903743211782245481e+00,1.125474823018920389e+01
7.894026569420359074e+00,1.115308381506332580e+01
7.885091619114996675e+00,1.105228278072806347e+01
7.876928719905507137e+00,1.095234645531450113e+01
7.869528634573444315e+00,1.085327576067269639e+01
7.862882529642580387e+00,1.075507121237172470e+01
7.856981975378889871e+00,1.065773291969959402e+01
7.851818945790562942e+00,1.056126058566330528e+01
7.847385818627996557e+00,1.046565350698883456e+01
7.843675375383797999e+00,1.037091057412114203e+01
7.840680801292786661e+00,1.027703027122415946e+01
7.838395685331990492e+00,1.018401067618080091e+01
7.836814020220648658e+00,1.009184946059293964e+01
7.835930202420208879e+00,1.000054388978147379e+01
7.835739032134330095e+00,9.910090822786234099e+00
7.836235713308881579e+00,9.820486712366038873e+00
7.837415853631942042e+00,9.731727604998697601e+00
7.839275464533800530e+00,9.643809140880982511e+00
7.841810961186956419e+00,9.556726553928648116e+00
7.845019162506119415e+00,9.470474671776432984e+00
7.848897291148208666e+00,9.385047915778031324e+00
7.853442973512352765e+00,9.300440301006165811e+00
7.858654239739891523e+00,9.216645436252482781e+00
7.864529523714375969e+00,9.133656524027628620e+00
7.871067663061565689e+00,9.051466360561231994e+00
7.878267899149429709e+00,8.970067335801886088e+00
7.886129877088149165e+00,8.889451433417171700e+00
7.894653645730114633e+00,8.809610230793648356e+00
7.903839657669924357e+00,8.730534899036841878e+00
7.913688769244393129e+00,8.652216202971255044e+00
7.924202240532536301e+00,8.574644501140403108e+00
7.935381735355586663e+00,8.497809745806740978e+00
7.947229321276986447e+00,8.421701482951707618e+00
7.959747469602384662e+00,8.346308852275733159e+00
7.972939055379643314e+00,8.271620587198212249e+00
7.986807357398832963e+00,8.197625014857525372e+00
8.001356058192236276e+00,8.124310056111024636e+00
8.016589244034346251e+00,8.051663225535033774e+00
8.032500564223902018e+00,7.979683459242826515e+00
8.049021253067321524e+00,7.908438161988039283e+00
8.066137590068994001e+00,7.837935292151592570e+00
8.083848681546072612e+00,7.768168947553767190e+00
8.102153684484211027e+00,7.699133264092177242e+00
8.121051806537561646e+00,7.630822415741768339e+00
8.140542306028772046e+00,7.563230614554816711e+00
8.160624491948999193e+00,7.496352110660921220e+00
8.181297723957884571e+00,7.430181192267045098e+00
8.202561412383577277e+00,7.364712185657452004e+00
8.224415018222723361e+00,7.299939455193745097e+00
8.246858053140471156e+00,7.235857403314863490e+00
8.269890079470464173e+00,7.172460470537075139e+00
8.293510710214844650e+00,7.109743135453982177e+00
8.317719609044257112e+00,7.047699914736519133e+00
8.342516490297841258e+00,6.986325363132949384e+00
8.367901118983242625e+00,6.925614073468860710e+00
8.393873310776591268e+00,6.865560676647203486e+00
8.420432932022530181e+00,6.806159841648229403e+00
8.447579899734197539e+00,6.747406275529531428e+00
8.475314181593228469e+00,6.689294723426034039e+00
8.503635795949756826e+00,6.631819968549996780e+00
8.532544811822418751e+00,6.574976832191007148e+00
8.562041348898347337e+00,6.518760173715988593e+00
8.592125577533179737e+00,6.463164890569182752e+00
8.622797718751034068e+00,6.408185918272196524e+00
8.654058044244548498e+00,6.353818230423936342e+00
8.685906876374851038e+00,6.300056838700652584e+00
8.718344588171568432e+00,6.246896792855926250e+00
8.751371603332827931e+00,6.194333180720671628e+00
8.784988396225257290e+00,6.142361128203134513e+00
8.819195491883977667e+00,6.090975799288890435e+00
8.853993466012621383e+00,6.040172396040842884e+00
8.889382944983298174e+00,5.989946158599249948e+00
8.925364605836637821e+00,5.940292365181676359e+00
8.961939176281756403e+00,5.891206332083028130e+00
8.999107434696275831e+00,5.842683413675542781e+00
9.036870210126314973e+00,5.794719002408789343e+00
9.075228382286491424e+00,5.747308528809670136e+00
9.114182881559919736e+00,5.700447461482418987e+00
9.153734688998218516e+00,5.654131307108601234e+00
9.193884836321505105e+00,5.608355610447107509e+00
9.234634405918381361e+00,5.563115954334183044e+00
9.275984530845965637e+00,5.518407959683380604e+00
9.317936394829867908e+00,5.474227285485595118e+00
9.360491232264200434e+00,5.430569628809051252e+00
9.403650328211572429e+00,5.387430724799308734e+00
9.447415018403090059e+00,5.344806346679256137e+00
9.491786689238359997e+00,5.302692305749115320e+00
9.536766777785498306e+00,5.261084451386432548e+00
9.582356771781093130e+00,5.219978671046108687e+00
9.628558209630254439e+00,5.179370890260354798e+00
9.675372680406587378e+00,5.139257072638718782e+00
9.722801823852194048e+00,5.099633219868083600e+00
9.770847330377673501e+00,5.060495371712665502e+00
9.819510941062125298e+00,5.021839606014006918e+00
9.868794447653147728e+00,4.983662038690987117e+00
9.918699692566850246e+00,4.945958823739809773e+00
9.969228568887809061e+00,4.908726153234029610e+00
1.002038302036912754e+01,4.871960257324513321e+00
1.007216504143240421e+01,4.835657404239467994e+00
1.012457667716772747e+01,4.799813900284430446e+00
1.017762002333369509e+01,4.764426089842272560e+00
1.023129722635739292e+01,4.729490355373195953e+00
1.028561048333441441e+01,4.695003117414732863e+00
1.034056204202884821e+01,4.660960834581748813e+00
1.039615420087329234e+01,4.627360003566439062e+00
1.045238930896881513e+01,4.594197159138344588e+00
1.050926976608501207e+01,4.561468874144319230e+00
1.056679802265996493e+01,4.529171759508558104e+00
1.062497657980026311e+01,4.497302464232589614e+00
1.068380798928098585e+01,4.465857675395268345e+00
1.074329485354571645e+01,4.434834118152787497e+00
1.080343982570653694e+01,4.404228555738665563e+00
1.086424560954403518e+01,4.374037789463756098e+00
1.092571495950726934e+01,4.344258658716251276e+00
1.098785068071383009e+01,4.314888040961667670e+00
1.105065049056004689e+01,4.285924650742165554e+00
1.111409614202997176e+01,4.257372778355234644e+00
1.117819121573994501e+01,4.229229033395010440e+00
1.124294198808560452e+01,4.201489128529097172e+00
1.130835466719975280e+01,4.174148852012537603e+00
1.137443539295235873e+01,4.147204067687800588e+00
1.144119023695051673e+01,4.120650714984803287e+00
1.150862520253851606e+01,4.094484808920883623e+00
1.157674622479779281e+01,4.068702440100816276e+00
1.164555917054694412e+01,4.043299774716812678e+00
1.171506983834172644e+01,4.018273054548515688e+00
1.178528395847505372e+01,3.993618596963002254e+00
1.185620719297700276e+01,3.969332794914784301e+00
1.192784513561480608e+01,3.945412116945806513e+00
1.200020331189287148e+01,3.921853107185444109e+00
1.207328717905272519e+01,3.898652385350518390e+00
1.214710212607309536e+01,3.875806646745271422e+00
1.222165347366985166e+01,3.853312662261383803e+00
1.229694647429602483e+01,3.831167278377970664e+00
1.237298631214180844e+01,3.809367417161579450e+00
1.244977810313455180e+01,3.787910076266192583e+00
1.252732689493876705e+01,3.766792328933226131e+00
1.260563766695613452e+01,3.746011323991526698e+00
1.268471533032545651e+01,3.725564285857384306e+00
1.276456472792273544e+01,3.705448514534513738e+00
1.284519063436112063e+01,3.685661385614066532e+00
1.292659775599091709e+01,3.666200350274626985e+00
1.300879073089959270e+01,3.647062935282214813e+00
1.309177412891177461e+01,3.628246742990283380e+00
1.317555245158924748e+01,3.609749451339718807e+00
1.326013013223097303e+01,3.591568813858838638e+00
1.334551153587302430e+01,3.573702659663404724e+00
1.343170095928867980e+01,3.556148893456601456e+00
1.351870263098836666e+01,3.538905495529050871e+00
1.360652071121966422e+01,3.521970521758809980e+00
1.369515929196731818e+01,3.505342103611368110e+00
1.378462239695322822e+01,3.489018448139649564e+00
1.387491398163645684e+01,3.472997837984011404e+00
1.396603793321322584e+01,3.457278631372245670e+00
1.405799807061693230e+01,3.441859262119574936e+00
1.415079814451807927e+01,3.426738239628663862e+00
1.424444183732438773e+01,3.411914148889602760e+00
1.433893276318071486e+01,3.397385650479918695e+00
1.443427446796907887e+01,3.383151480564572822e+00
1.453047042930865729e+01,3.369210450895959053e+00
1.462752405655578691e+01,3.355561448813905834e+00
1.472543869080396561e+01,3.342203437245677033e+00
1.482421760488386653e+01,3.329135454705964836e+00
1.492386400336327235e+01,3.316356615296905286e+00
1.502438102254717123e+01,3.303866108708059190e+00
